<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/def/common/unit>,<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/def/grib2/parameter>,<http://metarelate.net/vocabulary/index.html#identifier>,@id,@notation,@status,dct:description,dct:references,rdf:type,rdfs:label,skos:prefLabel
<http://codes.wmo.int/codeform/grib2>,"",<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,255,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-255>,2-0-255,stable,'Missing'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Missing'@en,'Missing'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,26,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-26>,2-0-26,stable,'Wilting point'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Wilting point'@en,'Wilting point'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m3_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,27,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-27>,2-0-27,stable,'Volumetric wilting point'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Volumetric wilting point'@en,'Volumetric wilting point'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,28,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-28>,2-0-28,stable,'Leaf area index'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Leaf area index'@en,'Leaf area index'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,29,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-29>,2-0-29,stable,'Evergreen forest cover'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Evergreen forest cover'@en,'Evergreen forest cover'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,3,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-3>,2-0-3,stable,'Soil moisture content'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Soil moisture content'@en,'Soil moisture content'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,30,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-30>,2-0-30,stable,'Deciduous forest cover'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Deciduous forest cover'@en,'Deciduous forest cover'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,31,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-31>,2-0-31,stable,'Normalized differential vegetation index (NDVI)'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Normalized differential vegetation index (NDVI)'@en,'Normalized differential vegetation index (NDVI)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,32,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-32>,2-0-32,stable,'Root depth of vegetation'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Root depth of vegetation'@en,'Root depth of vegetation'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,33,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-33>,2-0-33,stable,'Water runoff and drainage'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Water runoff and drainage'@en,'Water runoff and drainage'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,34,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-34>,2-0-34,stable,'Surface water runoff'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Surface water runoff'@en,'Surface water runoff'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,4,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-4>,2-0-4,stable,'Vegetation'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Vegetation'@en,'Vegetation'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,5,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-5>,2-0-5,stable,'Water runoff'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Water runoff'@en,'Water runoff'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg-2_s-1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,6,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-6>,2-0-6,stable,'Evapotranspiration'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Evapotranspiration'@en,'Evapotranspiration'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,7,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-7>,2-0-7,stable,'Model terrain height'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Model terrain height'@en,'Model terrain height'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/(Code_table_4.212)>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,8,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-8>,2-0-8,stable,'Land use'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Land use'@en,'Land use'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,9,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-9>,2-0-9,stable,'Volumetric soil moisture content'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Volumetric soil moisture content'@en,'Volumetric soil moisture content'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/(Code_table_4.213)>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,0,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-0>,2-3-0,stable,'Soil type'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Soil type'@en,'Soil type'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/K>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,1,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-1>,2-3-1,stable,'Upper layer soil temperature'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Upper layer soil temperature'@en,'Upper layer soil temperature'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m3_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,10,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-10>,2-3-10,stable,'Liquid volumetric soil moisture (non-frozen)'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Liquid volumetric soil moisture (non-frozen)'@en,'Liquid volumetric soil moisture (non-frozen)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m3_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,11,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-11>,2-3-11,stable,'Volumetric transpiration stress-onset (soil moisture)'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Volumetric transpiration stress-onset (soil moisture)'@en,'Volumetric transpiration stress-onset (soil moisture)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,12,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-12>,2-3-12,stable,'Transpiration stress-onset (soil moisture)'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Transpiration stress-onset (soil moisture)'@en,'Transpiration stress-onset (soil moisture)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m3_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,13,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-13>,2-3-13,stable,'Volumetric direct evaporation cease (soil moisture)'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Volumetric direct evaporation cease (soil moisture)'@en,'Volumetric direct evaporation cease (soil moisture)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,14,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-14>,2-3-14,stable,'Direct evaporation cease (soil moisture)'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Direct evaporation cease (soil moisture)'@en,'Direct evaporation cease (soil moisture)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m3_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,15,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-15>,2-3-15,stable,'Soil porosity'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Soil porosity'@en,'Soil porosity'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m3_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,16,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-16>,2-3-16,stable,'Volumetric saturation of soil moisture'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Volumetric saturation of soil moisture'@en,'Volumetric saturation of soil moisture'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,17,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-17>,2-3-17,stable,'Saturation of soil moisture'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Saturation of soil moisture'@en,'Saturation of soil moisture'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/K>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,18,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-18>,2-3-18,stable,'Soil temperature'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Soil temperature'@en,'Soil temperature'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,19,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-19>,2-3-19,stable,'Soil moisture'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Soil moisture'@en,'Soil moisture'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,2,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-2>,2-3-2,stable,'Upper layer soil moisture'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Upper layer soil moisture'@en,'Upper layer soil moisture'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,20,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-20>,2-3-20,stable,'Column-integrated soil moisture'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Column-integrated soil moisture'@en,'Column-integrated soil moisture'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,21,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-21>,2-3-21,stable,'Soil ice'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Soil ice'@en,'Soil ice'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,22,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-22>,2-3-22,stable,'Column-integrated soil ice'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Column-integrated soil ice'@en,'Column-integrated soil ice'@en
<http://codes.wmo.int/codeform/grib2>,"",<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,255,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-255>,2-3-255,stable,'Missing'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Missing'@en,'Missing'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,3,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-3>,2-3-3,stable,'Lower layer soil moisture'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Lower layer soil moisture'@en,'Lower layer soil moisture'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/K>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,4,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-4>,2-3-4,stable,'Bottom layer soil temperature'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Bottom layer soil temperature'@en,'Bottom layer soil temperature'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-3>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,5,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-3-5>,2-3-5,stable,'Liquid volumetric soil moisture (non-frozen)'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Liquid volumetric soil moisture (non-frozen)'@en,'Liquid volumetric soil moisture (non-frozen)'@en
